CustomerID,Age,Gender,ItemPurchased,Category,PurchaseAmountUSD,Location,Size,Color,Season,ReviewRating,SubscriptionStatus,ShippingType,DiscountApplied,PromoCodeUsed,PreviousPurchases,PaymentMethod,FrequencyOfPurchases,Age_Group
630,48,Male,Shoes,Clothing,247.18,"Los Angeles",S,Black,Spring,4,No,Express,Yes,Yes,9,UPI,Weekly,40s
631,36,Female,Laptop,Electronics,489.35,"New York",M,Blue,Spring,3,No,Express,Yes,No,14,"Credit Card",Weekly,30s
632,61,Female,Shoes,Clothing,438.31,Houston,S,Red,Fall,1,No,Standard,Yes,Yes,13,Cash,Monthly,60+
633,56,Male,T-Shirt,Electronics,185.94,Houston,M,Blue,Spring,2,Yes,Express,No,Yes,8,"Credit Card",Weekly,50s
634,44,Male,Shoes,Electronics,32.29,"New York",S,White,Summer,3,Yes,Standard,No,Yes,2,PayPal,Fortnightly,40s
635,27,Female,Shoes,Clothing,424.36,Chicago,L,Green,Fall,4,No,Standard,Yes,Yes,7,"Debit Card",Monthly,20s
636,43,Female,Curtains,Electronics,456.50,Houston,M,Black,Spring,1,Yes,Express,Yes,Yes,2,"Debit Card",Weekly,40s
637,36,Male,Laptop,"Home Decor",412.11,Chicago,L,Blue,Winter,4,No,Express,No,No,5,"Credit Card",Monthly,30s
638,56,Male,T-Shirt,Accessories,72.70,"Los Angeles",L,Green,Spring,5,No,Standard,Yes,Yes,1,"Credit Card",Weekly,50s
639,20,Male,Shoes,Sports,498.98,Houston,S,Green,Winter,5,No,Standard,No,No,8,"Debit Card",Weekly,20s
640,62,Female,Bag,Electronics,136.71,"New York",M,Red,Fall,2,Yes,Standard,No,No,13,PayPal,Monthly,60+
641,30,Male,Football,Electronics,364.86,Chicago,XL,Black,Winter,2,No,Express,No,Yes,12,"Credit Card",Weekly,30s
642,45,Male,Phone,Sports,454.94,"Los Angeles",XL,Green,Fall,1,No,Standard,No,Yes,1,PayPal,Fortnightly,40s
643,37,Male,Shoes,Electronics,125.49,"Los Angeles",L,Black,Winter,5,Yes,Standard,Yes,Yes,11,PayPal,Fortnightly,30s
644,45,Female,T-Shirt,Sports,455.05,Houston,S,Blue,Spring,3,Yes,Standard,No,No,4,Cash,Weekly,40s
645,25,Male,Shoes,Clothing,161.65,Houston,S,Green,Fall,5,No,Express,Yes,Yes,5,PayPal,Weekly,20s
646,58,Male,Phone,"Home Decor",488.44,Miami,S,Green,Summer,2,No,Standard,Yes,No,3,UPI,Fortnightly,50s
647,56,Male,T-Shirt,"Home Decor",147.82,Miami,M,Blue,Summer,4,Yes,Express,Yes,No,11,"Debit Card",Weekly,50s
648,18,Male,Laptop,Accessories,477.18,Houston,M,Black,Summer,1,Yes,Express,No,Yes,6,"Debit Card",Weekly,"below 20"
649,20,Male,T-Shirt,Electronics,36.24,Miami,S,Black,Spring,5,Yes,Standard,No,Yes,12,"Credit Card",Monthly,20s
650,30,Female,Laptop,Accessories,357.54,"New York",XL,Green,Summer,3,No,Standard,Yes,No,6,"Credit Card",Monthly,30s
651,45,Female,T-Shirt,Clothing,270.73,"New York",XL,Blue,Fall,3,No,Standard,No,No,11,Cash,Fortnightly,40s
652,42,Female,Bag,"Home Decor",244.16,Miami,M,White,Summer,3,Yes,Express,No,Yes,6,Cash,Fortnightly,40s
653,50,Male,Watch,Clothing,119.51,Houston,S,Black,Fall,1,Yes,Standard,No,Yes,10,UPI,Monthly,50s
654,55,Female,Phone,Clothing,355.74,"New York",XL,White,Summer,3,No,Express,No,No,6,"Credit Card",Monthly,50s
655,23,Female,Phone,Electronics,103.50,"Los Angeles",XL,Green,Winter,3,Yes,Express,No,No,12,"Debit Card",Fortnightly,20s
656,61,Female,T-Shirt,Clothing,280.89,Houston,M,White,Fall,5,No,Express,Yes,Yes,9,UPI,Fortnightly,60+
657,62,Male,Watch,"Home Decor",134.09,Chicago,M,White,Summer,1,No,Express,No,No,10,"Credit Card",Fortnightly,60+
658,49,Male,Shoes,Accessories,478.25,Chicago,XL,Black,Summer,4,No,Express,No,Yes,9,UPI,Monthly,40s
659,62,Female,Phone,"Home Decor",24.03,Houston,S,Green,Summer,4,Yes,Express,Yes,Yes,8,PayPal,Monthly,60+
660,64,Female,Bag,Electronics,107.87,Miami,XL,White,Fall,3,No,Standard,No,Yes,1,PayPal,Weekly,60+
661,38,Male,Laptop,"Home Decor",128.73,"New York",XL,Black,Fall,2,Yes,Standard,Yes,No,4,UPI,Fortnightly,30s
662,33,Male,Laptop,Sports,212.89,"New York",S,White,Summer,1,Yes,Express,Yes,No,9,"Credit Card",Weekly,30s
663,38,Female,Football,Accessories,124.04,Houston,M,Black,Winter,2,Yes,Express,No,No,8,PayPal,Fortnightly,30s
664,28,Male,Curtains,Sports,250.76,"Los Angeles",S,Green,Fall,1,Yes,Standard,Yes,Yes,11,PayPal,Monthly,20s
665,54,Female,Watch,Sports,437.51,Miami,S,Blue,Fall,1,No,Standard,Yes,Yes,12,UPI,Fortnightly,50s
666,53,Male,Curtains,Electronics,358.91,"Los Angeles",S,Black,Winter,5,No,Standard,No,Yes,13,PayPal,Fortnightly,50s
667,52,Female,Curtains,Clothing,294.18,Houston,S,Black,Spring,3,No,Standard,Yes,No,10,"Debit Card",Monthly,50s
668,36,Female,Laptop,Sports,53.61,Houston,M,White,Winter,5,Yes,Express,No,Yes,10,PayPal,Monthly,30s
669,37,Male,Bag,"Home Decor",350.06,"Los Angeles",XL,Green,Summer,2,No,Standard,Yes,Yes,1,UPI,Fortnightly,30s
670,35,Female,Bag,Clothing,91.54,Chicago,L,Red,Fall,2,No,Express,No,Yes,2,PayPal,Fortnightly,30s
671,64,Female,Football,"Home Decor",395.32,Houston,M,Red,Fall,4,No,Express,Yes,No,6,PayPal,Fortnightly,60+
672,58,Female,Curtains,"Home Decor",132.53,Miami,S,Blue,Fall,5,No,Standard,No,No,8,Cash,Fortnightly,50s
673,31,Male,Curtains,Clothing,214.35,"Los Angeles",XL,Green,Fall,5,Yes,Standard,No,No,13,UPI,Fortnightly,30s
674,32,Male,T-Shirt,Clothing,181.73,Chicago,XL,Black,Spring,5,Yes,Express,Yes,No,14,UPI,Monthly,30s
675,48,Male,T-Shirt,"Home Decor",430.82,"Los Angeles",S,Red,Fall,4,No,Express,Yes,No,2,Cash,Fortnightly,40s
676,18,Female,T-Shirt,Electronics,72.01,Chicago,M,Blue,Fall,5,Yes,Express,No,No,14,Cash,Monthly,"below 20"
677,20,Male,Shoes,Accessories,287.17,Chicago,S,Green,Spring,5,Yes,Express,Yes,No,9,"Debit Card",Weekly,20s
678,33,Female,Curtains,Accessories,79.61,Miami,XL,Blue,Summer,5,Yes,Standard,Yes,Yes,7,PayPal,Weekly,30s
679,40,Female,Bag,Electronics,355.35,Houston,XL,Red,Summer,5,No,Standard,Yes,Yes,10,"Credit Card",Fortnightly,40s
680,28,Male,Bag,Clothing,453.49,Chicago,M,White,Spring,2,No,Standard,No,Yes,14,"Credit Card",Weekly,20s
681,29,Male,Shoes,"Home Decor",222.96,Houston,L,White,Summer,3,Yes,Standard,No,Yes,7,Cash,Monthly,20s
682,27,Female,Bag,Accessories,249.17,Miami,S,Green,Summer,2,Yes,Standard,No,No,11,UPI,Weekly,20s
683,49,Female,Football,"Home Decor",464.44,Houston,L,Blue,Winter,5,Yes,Express,Yes,No,3,UPI,Weekly,40s
684,33,Male,Watch,Electronics,265.29,"New York",XL,Black,Winter,1,Yes,Express,Yes,Yes,10,"Debit Card",Monthly,30s
685,25,Male,Laptop,"Home Decor",248.92,Chicago,L,Red,Winter,1,No,Standard,Yes,Yes,12,"Credit Card",Fortnightly,20s
686,55,Male,Curtains,Electronics,293.38,Miami,S,White,Spring,4,Yes,Standard,No,No,5,UPI,Monthly,50s
687,29,Female,Bag,Clothing,347.72,"Los Angeles",S,White,Fall,2,No,Express,No,No,10,"Debit Card",Monthly,20s
688,41,Female,Laptop,Electronics,62.37,Miami,XL,Blue,Spring,4,Yes,Express,No,No,11,"Debit Card",Fortnightly,40s
689,45,Female,Bag,Electronics,412.34,Chicago,M,White,Spring,4,No,Standard,No,Yes,7,Cash,Monthly,40s
690,25,Female,Watch,Accessories,223.40,Miami,M,Blue,Spring,1,Yes,Standard,Yes,No,11,"Credit Card",Fortnightly,20s
691,45,Female,T-Shirt,"Home Decor",45.45,"Los Angeles",XL,Red,Spring,2,No,Express,Yes,Yes,8,"Debit Card",Monthly,40s
692,53,Male,Curtains,Accessories,395.23,"New York",S,Blue,Winter,3,No,Standard,Yes,No,1,"Debit Card",Weekly,50s
693,43,Male,Phone,Sports,194.71,Chicago,M,White,Spring,2,Yes,Standard,No,No,0,"Debit Card",Fortnightly,40s
694,25,Female,Shoes,Electronics,59.18,Chicago,L,Blue,Winter,4,Yes,Express,Yes,Yes,4,"Credit Card",Fortnightly,20s
695,45,Female,Shoes,Sports,320.55,Miami,XL,White,Fall,5,No,Express,Yes,No,9,Cash,Weekly,40s
696,45,Male,Curtains,Accessories,441.26,Houston,L,Green,Summer,4,No,Express,No,Yes,2,PayPal,Weekly,40s
697,54,Male,Watch,"Home Decor",445.00,Houston,S,White,Winter,2,Yes,Standard,No,No,10,UPI,Fortnightly,50s
698,58,Male,T-Shirt,Accessories,479.26,"Los Angeles",M,White,Spring,1,Yes,Express,Yes,No,12,"Credit Card",Weekly,50s
699,53,Male,Shoes,"Home Decor",435.18,"New York",S,White,Fall,2,Yes,Standard,No,Yes,5,"Credit Card",Monthly,50s
700,44,Female,T-Shirt,"Home Decor",11.05,"New York",L,Green,Spring,3,Yes,Express,Yes,No,11,"Credit Card",Monthly,40s
701,34,Male,Football,Clothing,196.32,Miami,S,Black,Fall,5,No,Standard,Yes,No,13,PayPal,Monthly,30s
702,26,Female,Laptop,Electronics,411.09,Miami,S,White,Summer,5,No,Standard,No,No,10,UPI,Weekly,20s
703,50,Male,Watch,Accessories,189.46,Houston,XL,Black,Fall,4,No,Express,No,No,0,UPI,Weekly,50s
704,37,Male,Phone,"Home Decor",304.76,"New York",XL,Red,Fall,2,Yes,Standard,Yes,No,11,"Debit Card",Weekly,30s
705,30,Male,Laptop,Accessories,307.10,"New York",S,Blue,Summer,1,Yes,Standard,No,No,10,"Debit Card",Fortnightly,30s
706,45,Female,Laptop,Accessories,188.86,"New York",XL,Black,Summer,3,Yes,Express,No,No,3,Cash,Monthly,40s
707,46,Female,Football,"Home Decor",453.19,"Los Angeles",S,Red,Fall,4,No,Standard,Yes,No,5,"Credit Card",Fortnightly,40s
708,30,Male,Shoes,Sports,256.58,"Los Angeles",L,Blue,Spring,2,Yes,Express,Yes,No,1,Cash,Fortnightly,30s
709,63,Female,Phone,Electronics,237.74,Miami,XL,White,Winter,1,No,Standard,Yes,Yes,10,"Credit Card",Fortnightly,60+
710,52,Female,Shoes,Electronics,498.78,Houston,S,White,Spring,2,Yes,Express,No,No,10,UPI,Monthly,50s
711,23,Male,Curtains,Clothing,251.82,Chicago,XL,White,Winter,1,No,Express,No,No,7,Cash,Monthly,20s
712,35,Male,Laptop,Clothing,97.42,Houston,S,Green,Summer,2,No,Standard,No,No,3,UPI,Monthly,30s
713,22,Female,Curtains,Clothing,261.40,"Los Angeles",XL,Green,Spring,2,No,Express,Yes,Yes,1,"Debit Card",Weekly,20s
714,64,Female,T-Shirt,Electronics,408.87,"Los Angeles",M,Green,Summer,4,Yes,Express,No,Yes,0,UPI,Monthly,60+
715,42,Female,Laptop,Sports,390.66,Miami,S,Green,Fall,2,Yes,Standard,Yes,Yes,7,PayPal,Weekly,40s
716,19,Male,Shoes,Electronics,396.41,Chicago,M,Red,Fall,2,Yes,Express,No,Yes,9,Cash,Weekly,"below 20"
717,27,Male,Laptop,Electronics,356.93,"New York",S,Red,Spring,4,Yes,Express,Yes,Yes,0,"Credit Card",Weekly,20s
718,47,Female,T-Shirt,Electronics,134.57,Chicago,M,White,Summer,4,No,Express,No,Yes,6,UPI,Monthly,40s
719,62,Male,Football,Electronics,432.42,Chicago,S,Blue,Spring,5,No,Express,Yes,No,6,Cash,Monthly,60+
720,22,Male,Curtains,Sports,447.79,Chicago,XL,Green,Spring,5,Yes,Standard,Yes,Yes,12,"Credit Card",Monthly,20s
721,50,Female,Bag,Clothing,105.13,Miami,M,Blue,Winter,4,Yes,Express,Yes,No,5,Cash,Monthly,50s
722,18,Female,Curtains,Accessories,73.92,"Los Angeles",XL,Red,Fall,3,Yes,Express,Yes,No,7,Cash,Fortnightly,"below 20"
723,35,Male,Shoes,Clothing,488.05,"New York",S,Green,Spring,1,Yes,Express,No,No,9,PayPal,Monthly,30s
724,49,Male,Laptop,Clothing,435.48,Chicago,XL,Red,Fall,4,No,Standard,No,Yes,0,UPI,Monthly,40s
725,64,Female,Shoes,Accessories,447.69,"New York",S,Red,Winter,5,Yes,Standard,No,No,11,PayPal,Monthly,60+
726,28,Male,Football,Electronics,444.32,Chicago,XL,Black,Summer,2,No,Express,No,No,0,"Debit Card",Monthly,20s
727,38,Male,Laptop,Sports,275.43,"Los Angeles",M,Red,Spring,4,No,Express,No,Yes,12,Cash,Monthly,30s
728,43,Female,Bag,Sports,326.74,"New York",S,White,Fall,4,No,Standard,Yes,Yes,0,UPI,Fortnightly,40s
729,42,Female,Laptop,Clothing,277.23,Houston,XL,Red,Spring,5,Yes,Express,No,No,5,"Debit Card",Fortnightly,40s
730,39,Male,Bag,Accessories,35.09,"Los Angeles",S,Green,Summer,5,Yes,Express,No,Yes,6,"Debit Card",Weekly,30s
731,44,Male,Shoes,"Home Decor",375.30,"New York",S,White,Spring,3,Yes,Express,Yes,Yes,9,PayPal,Weekly,40s
732,30,Male,Shoes,Electronics,257.61,Chicago,S,Red,Spring,5,Yes,Express,No,No,8,"Debit Card",Monthly,30s
733,50,Female,T-Shirt,Clothing,327.38,Chicago,L,White,Fall,5,No,Standard,No,No,9,"Credit Card",Weekly,50s
734,51,Male,Watch,Sports,256.29,"Los Angeles",S,Red,Summer,5,Yes,Standard,No,No,4,"Credit Card",Fortnightly,50s
735,58,Male,Watch,Accessories,250.99,"Los Angeles",XL,White,Winter,2,No,Standard,Yes,No,0,"Credit Card",Monthly,50s
736,52,Female,Football,Accessories,94.18,Chicago,L,Blue,Summer,4,Yes,Standard,Yes,No,8,"Debit Card",Weekly,50s
737,18,Female,Watch,Clothing,146.57,"New York",XL,Black,Summer,4,No,Standard,No,No,4,Cash,Weekly,"below 20"
738,38,Male,T-Shirt,"Home Decor",87.84,Houston,L,White,Winter,5,No,Express,Yes,No,5,UPI,Fortnightly,30s
739,23,Female,Curtains,Sports,105.88,Miami,S,Green,Spring,3,No,Standard,No,No,8,"Credit Card",Monthly,20s
740,45,Female,Bag,Clothing,486.76,"Los Angeles",M,Black,Fall,5,Yes,Express,Yes,Yes,1,"Credit Card",Weekly,40s
741,34,Male,Laptop,"Home Decor",85.03,Chicago,M,Black,Spring,3,No,Standard,Yes,Yes,13,"Credit Card",Fortnightly,30s
742,22,Female,Shoes,Accessories,141.94,"New York",S,Red,Spring,4,No,Express,No,Yes,2,PayPal,Monthly,20s
743,48,Female,Laptop,Electronics,299.39,"Los Angeles",L,White,Winter,3,Yes,Standard,Yes,Yes,13,PayPal,Fortnightly,40s
744,22,Male,Laptop,Sports,308.99,"New York",XL,Black,Winter,3,No,Standard,No,Yes,6,"Credit Card",Monthly,20s
745,55,Female,Phone,Sports,85.45,"Los Angeles",M,Green,Spring,1,Yes,Express,Yes,No,2,"Credit Card",Monthly,50s
746,20,Male,Curtains,"Home Decor",398.92,Chicago,S,Green,Summer,3,Yes,Express,No,Yes,14,PayPal,Monthly,20s
747,40,Male,Phone,Clothing,394.75,"New York",S,Green,Fall,3,No,Express,Yes,Yes,1,UPI,Fortnightly,40s
748,54,Female,Watch,Accessories,126.29,Chicago,L,Red,Summer,2,No,Standard,No,No,6,Cash,Monthly,50s
749,54,Female,Laptop,"Home Decor",151.45,"New York",M,Blue,Spring,4,Yes,Standard,No,Yes,7,UPI,Weekly,50s
750,27,Female,Bag,Electronics,469.61,"Los Angeles",S,White,Spring,5,No,Express,No,No,8,Cash,Monthly,20s
751,27,Male,Shoes,Electronics,414.58,Miami,M,Black,Fall,1,Yes,Standard,No,Yes,1,"Debit Card",Monthly,20s
752,36,Female,Bag,Electronics,351.92,Miami,XL,White,Summer,3,Yes,Express,Yes,Yes,12,"Debit Card",Fortnightly,30s
753,34,Male,Laptop,"Home Decor",50.29,Houston,S,Black,Spring,2,No,Standard,No,No,1,UPI,Monthly,30s
754,38,Female,Curtains,Accessories,214.95,Houston,S,Red,Spring,2,Yes,Express,Yes,Yes,10,PayPal,Weekly,30s
755,31,Female,Bag,Sports,284.06,Chicago,XL,White,Winter,5,No,Express,Yes,Yes,6,"Credit Card",Weekly,30s
756,26,Female,Phone,Clothing,101.83,"New York",S,Red,Fall,5,No,Standard,No,Yes,13,"Debit Card",Monthly,20s
757,63,Male,Shoes,Sports,229.63,Houston,L,Red,Winter,4,Yes,Express,No,No,14,PayPal,Fortnightly,60+
758,18,Female,Laptop,Accessories,304.50,"Los Angeles",XL,White,Winter,3,No,Standard,No,No,3,PayPal,Weekly,"below 20"
759,62,Female,Football,Sports,170.41,Miami,L,White,Winter,2,No,Standard,No,No,4,Cash,Fortnightly,60+
760,30,Male,Curtains,"Home Decor",392.66,"New York",XL,Black,Spring,1,No,Standard,Yes,No,0,"Debit Card",Monthly,30s
761,21,Male,Curtains,Electronics,421.82,Miami,XL,Green,Summer,4,No,Express,No,No,14,UPI,Fortnightly,20s
762,18,Female,Football,Accessories,168.57,"New York",L,Red,Winter,3,No,Express,No,Yes,5,PayPal,Monthly,"below 20"
763,57,Female,Bag,Accessories,420.94,Houston,XL,Blue,Summer,5,No,Express,No,Yes,9,UPI,Monthly,50s
764,49,Female,Laptop,Sports,60.75,Houston,M,Black,Spring,3,Yes,Standard,No,No,12,UPI,Fortnightly,40s
765,51,Male,Curtains,"Home Decor",420.49,Chicago,L,Black,Winter,5,No,Standard,Yes,No,7,"Debit Card",Weekly,50s
766,45,Male,Shoes,Sports,84.85,"New York",XL,Green,Spring,3,Yes,Express,Yes,Yes,10,UPI,Monthly,40s
767,48,Male,Laptop,Sports,50.63,"Los Angeles",L,Green,Winter,1,Yes,Standard,Yes,No,14,UPI,Monthly,40s
768,25,Male,Laptop,Accessories,324.47,Houston,XL,Red,Winter,4,No,Standard,No,Yes,0,"Credit Card",Monthly,20s
769,56,Female,Phone,Sports,241.25,Chicago,XL,Black,Spring,5,No,Standard,Yes,No,1,UPI,Weekly,50s
770,43,Male,Curtains,Electronics,454.87,Houston,M,Black,Fall,1,Yes,Express,No,No,6,"Credit Card",Weekly,40s
771,51,Male,Curtains,Sports,187.96,Miami,M,Blue,Fall,2,Yes,Express,Yes,Yes,13,"Debit Card",Monthly,50s
772,20,Male,Football,Electronics,150.70,Houston,M,Red,Summer,1,No,Express,No,Yes,1,UPI,Weekly,20s
773,29,Female,Phone,Accessories,255.36,"New York",XL,Red,Summer,1,Yes,Standard,Yes,No,8,PayPal,Fortnightly,20s
774,18,Female,Bag,"Home Decor",233.41,Chicago,M,Green,Spring,1,Yes,Standard,No,No,5,UPI,Fortnightly,"below 20"
775,61,Male,Watch,Electronics,178.77,"New York",L,Red,Spring,5,No,Express,No,Yes,11,"Credit Card",Fortnightly,60+
776,22,Male,Bag,"Home Decor",349.93,"Los Angeles",XL,Blue,Spring,2,Yes,Express,Yes,Yes,11,PayPal,Fortnightly,20s
777,47,Female,Bag,"Home Decor",382.19,"Los Angeles",L,Red,Fall,4,Yes,Express,No,No,4,"Debit Card",Monthly,40s
778,47,Female,Phone,Electronics,427.96,Houston,M,White,Fall,1,No,Standard,Yes,Yes,6,Cash,Fortnightly,40s
779,34,Female,Curtains,Accessories,486.70,Chicago,XL,White,Winter,5,No,Express,Yes,No,9,Cash,Weekly,30s
780,64,Female,Laptop,Clothing,140.66,Chicago,L,Blue,Winter,5,No,Express,Yes,No,7,"Credit Card",Monthly,60+
781,40,Female,Phone,"Home Decor",360.89,Chicago,S,Green,Spring,4,No,Express,No,No,12,"Debit Card",Weekly,40s
782,32,Female,Football,"Home Decor",203.19,Chicago,L,Black,Spring,3,Yes,Standard,Yes,No,8,"Debit Card",Fortnightly,30s
783,54,Female,Phone,Accessories,341.77,Houston,XL,Red,Summer,2,Yes,Express,No,No,5,UPI,Monthly,50s
784,38,Female,Football,Accessories,243.23,"New York",S,Green,Fall,2,Yes,Standard,No,No,4,Cash,Monthly,30s
785,31,Male,Bag,Sports,496.95,Houston,M,Green,Spring,1,Yes,Express,Yes,No,6,UPI,Monthly,30s
786,19,Male,Watch,Accessories,367.16,"New York",M,Red,Fall,3,Yes,Standard,Yes,Yes,1,"Debit Card",Fortnightly,"below 20"
787,28,Male,Phone,"Home Decor",476.72,Miami,L,Black,Spring,2,No,Express,No,Yes,14,"Credit Card",Weekly,20s
788,56,Male,Football,Electronics,419.14,Miami,M,Red,Winter,1,Yes,Express,No,No,7,"Credit Card",Monthly,50s
789,55,Male,Phone,Clothing,452.42,"New York",L,Black,Spring,3,Yes,Standard,Yes,Yes,11,PayPal,Weekly,50s
790,51,Male,Watch,Sports,409.07,Houston,L,Blue,Winter,5,No,Express,No,No,3,"Credit Card",Fortnightly,50s
791,55,Female,Bag,Electronics,234.99,"Los Angeles",L,Black,Summer,1,Yes,Express,No,No,0,Cash,Fortnightly,50s
792,51,Female,Phone,Clothing,133.38,Houston,L,Green,Summer,3,Yes,Express,No,Yes,2,PayPal,Weekly,50s
793,35,Male,Shoes,Clothing,191.46,"Los Angeles",XL,Blue,Summer,4,No,Express,Yes,Yes,12,Cash,Monthly,30s
794,47,Male,Football,Clothing,19.92,Houston,XL,White,Spring,2,No,Standard,Yes,No,8,UPI,Weekly,40s
795,32,Female,Watch,Electronics,266.76,Chicago,S,Blue,Summer,1,Yes,Standard,Yes,Yes,3,UPI,Monthly,30s
796,44,Female,Football,Sports,257.48,Chicago,S,Black,Spring,5,No,Standard,No,No,14,"Credit Card",Monthly,40s
797,51,Female,Football,Sports,267.37,Miami,M,Blue,Fall,1,Yes,Standard,Yes,Yes,9,PayPal,Weekly,50s
798,55,Male,T-Shirt,Clothing,487.28,Miami,XL,Blue,Winter,2,Yes,Standard,Yes,No,9,Cash,Monthly,50s
799,50,Female,Watch,Electronics,456.61,"New York",S,White,Fall,2,No,Standard,No,No,13,Cash,Monthly,50s
800,41,Male,Phone,Clothing,89.24,"Los Angeles",XL,Black,Spring,3,Yes,Standard,Yes,No,10,"Debit Card",Monthly,40s
801,32,Male,Football,Accessories,190.75,Chicago,XL,Green,Summer,5,No,Standard,Yes,Yes,2,"Credit Card",Fortnightly,30s
802,47,Female,Curtains,Sports,217.74,Houston,M,Blue,Winter,3,No,Express,Yes,No,3,UPI,Monthly,40s
803,59,Female,T-Shirt,"Home Decor",186.66,"New York",M,Red,Summer,5,Yes,Express,No,No,2,"Debit Card",Weekly,50s
804,34,Male,Shoes,Clothing,401.26,Houston,L,Green,Fall,1,Yes,Standard,No,Yes,2,UPI,Fortnightly,30s
805,22,Female,Football,Accessories,266.78,Chicago,XL,Blue,Spring,1,No,Standard,Yes,Yes,1,UPI,Monthly,20s
806,46,Female,Bag,Sports,290.33,Chicago,L,Green,Winter,3,No,Standard,No,No,5,Cash,Fortnightly,40s
807,21,Male,Football,Electronics,427.98,Chicago,L,Red,Winter,4,No,Express,Yes,Yes,12,UPI,Weekly,20s
808,27,Female,T-Shirt,Sports,404.90,Chicago,L,Green,Spring,2,No,Standard,Yes,No,14,PayPal,Fortnightly,20s
809,34,Male,Phone,Electronics,74.78,Houston,XL,Green,Spring,3,Yes,Standard,Yes,No,9,UPI,Fortnightly,30s
810,27,Male,Curtains,Electronics,359.82,"New York",XL,Red,Winter,3,No,Standard,Yes,No,5,PayPal,Monthly,20s
811,34,Female,Bag,Clothing,223.36,Chicago,L,Red,Fall,1,Yes,Standard,No,Yes,9,UPI,Weekly,30s
812,37,Male,Shoes,Clothing,154.38,Miami,XL,Red,Fall,2,No,Express,Yes,Yes,3,"Debit Card",Weekly,30s
813,41,Male,Bag,Sports,34.51,"New York",L,White,Summer,3,No,Standard,No,Yes,13,Cash,Fortnightly,40s
814,22,Female,Football,Accessories,248.75,Miami,S,Red,Winter,1,Yes,Express,No,No,7,"Debit Card",Monthly,20s
815,51,Female,Phone,Sports,184.16,Houston,XL,Green,Spring,1,Yes,Express,Yes,No,5,Cash,Fortnightly,50s
816,23,Female,Watch,"Home Decor",133.24,Chicago,M,Red,Spring,3,No,Express,Yes,No,11,"Debit Card",Fortnightly,20s
817,19,Male,Curtains,Electronics,350.39,"New York",M,Blue,Spring,3,Yes,Standard,Yes,Yes,7,"Credit Card",Fortnightly,"below 20"
818,30,Male,Watch,Electronics,387.05,Chicago,L,Red,Spring,1,Yes,Express,Yes,Yes,5,UPI,Monthly,30s
819,60,Female,Curtains,Clothing,129.95,Chicago,S,Red,Winter,3,Yes,Standard,No,No,14,UPI,Fortnightly,60+
820,60,Male,Shoes,Accessories,34.23,"New York",XL,Black,Fall,2,Yes,Standard,No,Yes,12,"Credit Card",Monthly,60+
821,28,Female,Laptop,Clothing,425.89,Chicago,L,Green,Summer,1,No,Standard,No,Yes,8,"Credit Card",Weekly,20s
822,64,Female,Curtains,"Home Decor",14.88,Chicago,S,Green,Fall,1,Yes,Standard,No,Yes,2,PayPal,Fortnightly,60+
823,40,Male,Laptop,Sports,469.19,"Los Angeles",S,Blue,Summer,3,No,Standard,Yes,Yes,13,"Debit Card",Weekly,40s
824,33,Female,Watch,Sports,317.53,"Los Angeles",XL,White,Spring,3,No,Standard,Yes,No,2,UPI,Fortnightly,30s
825,48,Male,Curtains,Accessories,167.70,"New York",M,Black,Spring,3,No,Standard,No,No,1,PayPal,Weekly,40s
826,28,Male,Shoes,Clothing,130.77,"New York",M,Blue,Winter,2,No,Standard,No,No,9,UPI,Monthly,20s
827,33,Female,T-Shirt,Clothing,14.41,Chicago,S,Blue,Spring,1,Yes,Express,No,Yes,13,"Credit Card",Fortnightly,30s
828,25,Male,Shoes,"Home Decor",125.38,Miami,M,Green,Winter,4,No,Standard,Yes,Yes,13,PayPal,Fortnightly,20s
829,21,Female,Shoes,Sports,77.49,"New York",S,Black,Winter,2,No,Express,Yes,Yes,5,PayPal,Monthly,20s
830,57,Male,T-Shirt,Clothing,309.96,Chicago,S,Green,Winter,2,Yes,Standard,No,No,6,PayPal,Weekly,50s
831,21,Male,T-Shirt,Accessories,91.61,Miami,S,White,Spring,1,Yes,Express,Yes,Yes,6,"Debit Card",Weekly,20s
832,42,Male,Phone,Sports,269.03,"Los Angeles",M,Green,Spring,4,Yes,Express,No,No,4,PayPal,Monthly,40s
833,20,Female,Curtains,"Home Decor",299.16,"New York",L,Red,Fall,1,No,Standard,No,No,5,UPI,Weekly,20s
834,49,Male,Watch,Accessories,156.04,Chicago,M,Green,Summer,2,Yes,Express,Yes,No,6,"Debit Card",Monthly,40s
835,20,Female,Phone,Electronics,27.18,"Los Angeles",L,Red,Fall,3,No,Standard,Yes,Yes,10,UPI,Weekly,20s
836,44,Male,T-Shirt,"Home Decor",28.25,Houston,M,Blue,Spring,1,No,Express,No,No,1,PayPal,Monthly,40s
837,46,Male,Laptop,Accessories,22.91,"Los Angeles",XL,White,Summer,1,No,Standard,Yes,No,9,PayPal,Monthly,40s
838,49,Female,Watch,Clothing,372.17,Chicago,XL,Red,Winter,3,Yes,Express,Yes,Yes,14,UPI,Monthly,40s
839,36,Female,Laptop,Electronics,165.82,Miami,M,White,Summer,4,No,Express,Yes,No,13,Cash,Monthly,30s
840,38,Female,Shoes,"Home Decor",400.19,Houston,XL,Green,Winter,4,No,Standard,Yes,Yes,11,PayPal,Weekly,30s
